"","house_name","name","house_style","house_size","house_direction","house_decorate","house_lift","house_address","house_totalprice","house_unitprice"
"805","天润城第十二街区 ","天润城第十二街区","2室2厅","71.81平米","南","简装","有电梯","桥北","173万","24092"
"806","地和苑 ","地和苑","3室2厅","110.4平米","南北","毛坯","有电梯","桥北","243万","22011"
"807","威尼斯水城第六街区 ","威尼斯水城第六街区","2室1厅","87.17平米","南北","简装","有电梯","桥北","192万","22026"
"808","大华锦绣华城香榭美颂 ","大华锦绣华城香榭美颂","2室1厅","64平米","南","精装","有电梯","桥北","179万","27969"
"809","凤凰新村 ","凤凰新村","2室1厅","53.96平米","南","简装","无电梯","凤凰西街","290万","53744"
"810","大华锦绣华城榴美颂 ","大华锦绣华城榴美颂","2室2厅","78.74平米","南北","简装","有电梯","桥北","205万","26036"
"811","天润城第十街区 ","天润城第十街区","2室2厅","80.39平米","南北","精装","无电梯","桥北","192万","23884"
"812","弘阳旭日上城三区 ","弘阳旭日上城三区","2室2厅","88.7平米","南","精装","有电梯","桥北","239万","26945"
"813","盛世公馆 ","盛世公馆","1室1厅","46.5平米","北","精装","有电梯","应天西路","72万","15484"
"814","营苑新寓 ","营苑新寓","2室2厅","69.15平米","南北","简装","无电梯","迈皋桥","158万","22849"
"815","中南世纪雅苑 ","中南世纪雅苑","3室2厅","86.06平米","南","精装",NA,"麒麟镇","240万","27888"
"816","天润城第五街区 ","天润城第五街区","2室2厅","89.48平米","南北","简装","无电梯","桥北","178万","19893"
"817","时代雅居 ","时代雅居","3室2厅","115.9平米","南北","简装","无电梯","东山镇","245万","21139"
"818","钟山晶典苑 ","钟山晶典苑","3室2厅","124.21平米","南北","精装","有电梯","马群","380万","30594"
"819","田园美居 ","田园美居","3室2厅","139.86平米","南北","精装","无电梯","晓庄","310万","22166"
"820","国信阅景龙华 ","国信阅景龙华","3室2厅","143.85平米","南北","毛坯","有电梯","江浦街道","320万","22246"
"821","城市之光大厦 ","城市之光大厦","1室1厅","47.26平米","北","精装","有电梯","江宁大学城","95万","20102"
"822","宏图上花园 ","宏图上花园","3室2厅","140.19平米","南北","精装","有电梯","长乐路","680万","48506"
"823","翠屏城 ","翠屏城","3室2厅","109.8平米","南","精装","有电梯","禄口","183万","16667"
"824","西祠胡同 ","西祠胡同","1室1厅","29.63平米","东","其他","有电梯","江东","48万","16200"
"825","南方花园枫彩园 ","南方花园枫彩园","1室1厅","38.73平米","北","精装","有电梯","岔路口","105万","27111"
"826","金马郦城东区 ","金马郦城东区","1室2厅","56.19平米","南北","简装","无电梯","奥体","288万","51255"
"827","兴贤佳园 ","兴贤佳园","2室1厅","70.04平米","南","精装","无电梯","迈皋桥","175万","24986"
"828","天润城第十街区 ","天润城第十街区","3室2厅","118.42平米","南北","毛坯","有电梯","桥北","265万","22378"
"829","天泰青城苑 ","天泰青城苑","1室0厅","36.31平米","北","精装","有电梯","将军大道","100万","27541"
"830","南方花园枫彩园 ","南方花园枫彩园","3室2厅","121.22平米","南北","毛坯","有电梯","岔路口","299万","24666"
"831","阳光雅居 ","阳光雅居","2室1厅","95.86平米","南北","精装","有电梯","万寿","255万","26602"
"832","绿国万象都荟 ","绿国万象都荟","1室1厅","35.32平米","东北","其他","有电梯","洪家园","105万","29729"
"833","五矿御江金城 ","五矿御江金城","3室1厅","144.49平米","南北","其他","有电梯","奥体","645万","44640"
"834","威尼斯水城第一街区 ","威尼斯水城第一街区","3室2厅","129.26平米","南北","精装","有电梯","桥北","295.8万","22885"
"835","傅佐路 ","傅佐路","3室1厅","68.73平米","南北","简装","无电梯","湖南路","280万","40740"
"836","万科金域蓝湾 ","万科金域蓝湾","3室2厅","135.92平米","南北","其他","有电梯","九龙湖","530万","38994"
"837","托乐嘉贵邻居 ","托乐嘉贵邻居","1室1厅","40.15平米","西","精装","有电梯","将军大道","116万","28892"
"838","朗诗玲珑屿 ","朗诗玲珑屿","3室2厅","110.32平米","南北","精装","有电梯","百家湖","490万","44417"
"839","威尼斯水城第十一街区 ","威尼斯水城第十一街区","3室1厅","117.81平米","南北","简装","有电梯","桥北","258万","21900"
"840","西方巷 ","西方巷","2室1厅","48.55平米","南","其他","有电梯","新街口","290万","59733"
"841","玉兰小区 ","玉兰小区","2室1厅","60.65平米","南","简装","无电梯","宁南","232万","38253"
"842","星叶羊山湖花园 ","星叶羊山湖花园","6室2厅","284.26平米","南北","毛坯","有电梯","仙林","610万","21460"
"843","翰香苑 ","翰香苑","3室2厅","88.86平米","南北","简装","有电梯","江宁大学城","186万","20932"
"844","嘉业阳光城云景苑二期 ","嘉业阳光城云景苑二期","4室2厅","157.53平米","南北","毛坯","有电梯","奥体","700万","44436"
"845","通宇林景雅园 ","通宇林景雅园","3室2厅","116.42平米","南北","毛坯","有电梯","江浦街道","330万","28346"
"846","盈家春天 ","盈家春天","4室2厅","125.72平米","南北","简装","无电梯","岔路口","298万","23704"
"847","龙凤花园隽凤园 ","龙凤花园隽凤园","3室2厅","119.95平米","南","简装","无电梯","龙江","515万","42935"
"848","中航樾府 ","中航樾府","4室2厅","167.8平米","南北","毛坯","有电梯","百家湖","518万","30871"
"849","黑龙江路26号 ","黑龙江路26号","5室2厅","114.84平米","南北","精装","无电梯","许府巷","320万","27865"
"850","御水湾花园 ","御水湾花园","3室2厅","99.25平米","南北","精装","无电梯","光华路","365万","36776"
"851","威尼斯水城第十一街区 ","威尼斯水城第十一街区","3室2厅","118.84平米","南北","精装","有电梯","桥北","265万","22299"
"852","威尼斯水城第七街区 ","威尼斯水城第七街区","3室2厅","118.99平米","南北","毛坯","有电梯","桥北","240万","20170"
"853","金舟花园 ","金舟花园","3室2厅","99.88平米","南北","简装","有电梯","龙江","560万","56068"
"854","长白街 ","长白街","3室2厅","88.09平米","南北","其他","无电梯","五老村","280万","31786"
"855","钟山晶典苑 ","钟山晶典苑","3室2厅","121.76平米","南","精装","有电梯","马群","355万","29156"
"856","金陵村 ","金陵村","2室1厅","67.89平米","南北","简装","有电梯","金陵小区","154万","22684"
"857","天印花园 ","天印花园","3室2厅","111.96平米","南北","精装","无电梯","东山镇","289万","25813"
"858","江佑铂庭 ","江佑铂庭","3室2厅","121.52平米","南北","简装","有电梯","江浦街道","305万","25099"
"859","黄埔鑫园 ","黄埔鑫园","4室2厅","125.9平米","南北","简装","无电梯","光华路","428万","33996"
"860","鸿信清新家园 ","鸿信清新家园","3室2厅","129.78平米","南北","简装","有电梯","卫岗","398万","30668"
"861","西一新村 ","西一新村","3室1厅","74.5平米","东南北","简装","有电梯","升州路","340万","45638"
"862","江岸水城 ","江岸水城","3室2厅","89.6平米","南北","精装","无电梯","桥北","205万","22880"
"863","天泓山庄丽山苑 ","天泓山庄丽山苑","6室2厅","224.97平米","南北","其他","有电梯","马群","780万","34672"
"864","百家湖西花园巴黎城 ","百家湖西花园巴黎城","5室2厅","163.8平米","南北","简装","无电梯","百家湖","415万","25336"
"865","中海御山府一期 ","中海御山府一期","6室4厅","222.45平米","南北","其他","有电梯","麒麟镇","598万","26883"
"866","华汇康城 ","华汇康城","4室2厅","140.52平米","南北","精装","有电梯","麒麟镇","275万","19571"
"867","金盾公寓 ","金盾公寓","3室2厅","93.53平米","西","精装","有电梯","新街口","420万","44906"
"868","天润城第十二街区 ","天润城第十二街区","2室2厅","71.28平米","南","精装","有电梯","桥北","172.8万","24243"
"869","迎江园 ","迎江园","2室1厅","64.44平米","南北","精装","无电梯","定淮门大街","405万","62850"
"870","宁工新寓一村 ","宁工新寓一村","2室1厅","64.59平米","东","精装","无电梯","草场门大街","245万","37932"
"871","市政天元城 ","市政天元城","2室2厅","82.94平米","南北","精装","无电梯","东山镇","245万","29540"
"872","银城花园北片 ","银城花园北片","2室1厅","62.92平米","南北","精装","无电梯","龙江","400万","63573"
"873","十字街70号 ","十字街70号","2室1厅","62.34平米","南","精装","无电梯","红山","175万","28072"
"874","火瓦巷 ","火瓦巷","2室1厅","45.19平米","南北","简装","无电梯","新街口","265万","58642"
"875","碧树园北片 ","碧树园北片","2室1厅","70.44平米","西南西","精装","无电梯","龙江","560万","79501"
"876","威尼斯水城第十街区 ","威尼斯水城第十街区","2室2厅","85.49平米","南北","精装","无电梯","桥北","193万","22576"
"877","威尼斯水城第十街区 ","威尼斯水城第十街区","2室2厅","87.7平米","南北","其他","无电梯","桥北","212万","24174"
"878","天润城第十一街区 ","天润城第十一街区","2室2厅","68.68平米","南","精装","有电梯","桥北","180万","26209"
"879","庆盛园 ","庆盛园","1室1厅","45.35平米","南北","其他","无电梯","卫岗","135万","29769"
"880","润花园 ","润花园","2室2厅","86.09平米","南北","简装","有电梯","南湖","355万","41236"
"881","小火瓦巷 ","小火瓦巷","2室1厅","56.99平米","南北","其他","无电梯","新街口","313.5万","55010"
"882","银城花园南片 ","银城花园南片","3室1厅","58.26平米","南北","其他","无电梯","龙江","490万","84106"
"883","瑞金北村 ","瑞金北村","3室1厅","72.24平米","南","精装","无电梯","瑞金路","308万","42636"
"884","清江花苑清风园 ","清江花苑清风园","2室1厅","73.28平米","南北","简装","无电梯","定淮门大街","415万","56633"
"885","金盾公寓 ","金盾公寓","2室1厅","73.46平米","东北","精装","有电梯","新街口","345万","46965"
"886","武夷绿洲观竹苑 ","武夷绿洲观竹苑","2室2厅","86.79平米","南北","精装","有电梯","科学园","243万","27999"
"887","雨花苑 ","雨花苑","2室1厅","73.12平米","南北","其他","有电梯","雨花新村","260万","35558"
"888","长白街 ","长白街","1室1厅","41.12平米","南","其他","有电梯","五老村","153万","37209"
"889","盛天大厦 ","盛天大厦","2室1厅","74.71平米","西","精装","有电梯","新街口","373万","49927"
"890","蓝旗新村 ","蓝旗新村","2室1厅","51.77平米","南北","简装","无电梯","大光路","162万","31293"
"891","台园 ","台园","2室2厅","76.94平米","南","其他","无电梯","南苑","235万","30544"
"892","莺虹苑 ","莺虹苑","2室1厅","64.24平米","南北","精装","无电梯","秦虹","185万","28799"
"893","北祖师庵 ","北祖师庵","1室1厅","37.58平米","南","其他","无电梯","建宁路","120万","31932"
"894","沈举人巷 ","沈举人巷","3室1厅","76.68平米","东南","其他","无电梯","华侨路","295万","38472"
"895","来凤街 ","来凤街","3室1厅","57.13平米","南北","精装","有电梯","来凤里","145万","25381"
"896","致和新村 ","致和新村","2室1厅","56.11平米","南北","其他","无电梯","建康路","188万","33506"
"897","中北品尚 ","中北品尚","2室2厅","88.59平米","南北","精装","有电梯","奥体","440万","49668"
"898","北祖师庵 ","北祖师庵","2室1厅","58.24平米","南北","其他","无电梯","建宁路","186万","31937"
"899","仙鹤街 ","仙鹤街","2室1厅","53.16平米","东南","精装","无电梯","来凤里","163万","30663"
"900","威尼斯水城第十二街区 ","威尼斯水城第十二街区","2室2厅","88.94平米","南北","精装","有电梯","桥北","205万","23050"
"901","文化名园上筑园 ","文化名园上筑园","2室1厅","65.28平米","南北","其他","有电梯","百家湖","225万","34467"
"902","西华东村社区 ","西华东村社区","2室1厅","67.55平米","南北","精装","无电梯","瑞金路","263万","38935"
"903","银河湾花园 ","银河湾花园","1室1厅","54.35平米","北","简装","有电梯","麒麟镇","92万","16928"
"904","金信花园 ","金信花园","3室2厅","126.7平米","南","精装","无电梯","龙江","555万","43805"
"905","田园美居 ","田园美居","2室2厅","89.85平米","南","精装","无电梯","晓庄","218万","24263"
"906","江岸水城 ","江岸水城","3室2厅","117.33平米","南北","精装","有电梯","桥北","246万","20967"
"907","新河一村 ","新河一村","3室1厅","60.22平米","南北","简装","无电梯","定淮门大街","366万","60778"
"908","朗诗未来街区一期 ","朗诗未来街区一期","3室2厅","87.02平米","南北","简装","有电梯","高新区","200万","22984"
